Level Name,Creator,Level ID,Creator User ID,Difficulty,Reward,,Rating,Song Name,Song Artist,Song ID,Extra Songs,Gamemode,Coins,Coins Status,Duration,Length,Description,Objects,Objects (LDM),LDM,Two Player,Game Version,Level Version,Password,Copied ID,Requested Reward,Editor Time,Editor Time (Copies),Editor Time (+Copies),Upload Date,Update Date
Its Gonna RAIN,TheFella1518,129987315,303050907,Harder,6⭐,6,✔ Normal,Cloud Control,Dimrain47,77513,,⭐ Classic,,N/A,0:01:25.80,🕒 Long,Cuz Rain it's the best weather :D,"12,770",N/A,❌ No,❌ No,2.2,5,Free Copy,N/A,5,10:56:12,N/A,10:56:12,2025-12-23 21:57:09,2026-04-25 07:12:20
tv on,Slopes,129991916,40835209,Insane,8⭐,8,✨ Featured,Cascade (ft. Sofuu),infowler,1241131,,⭐ Classic,,N/A,0:01:01.32,🕒 Long,its enough -- finished for antedrifer build week (PLEASE USE LDM IF ON A LOW END DEVICE!!!),"63,000","40,192",✅ Yes,❌ No,2.2,1,Free Copy,N/A,8,35:51:55,N/A,35:51:55,2025-12-23 23:15:48,2025-12-23 23:15:48
Blue Haze,SantiXgh,129993672,162419100,Insane,9⭐,9,✨ Featured,Creo - In Synergy,CreoMusic,1323436,,⭐ Classic,💿💿💿,Verified,0:01:25.54,🕒 Long,"New easy level HAHA, my most optimized work by now // No secret way & LDM update","21,701","14,515",✅ Yes,❌ No,2.2,3,Free Copy,N/A,9,12:15:26,N/A,12:15:26,2025-12-23 23:48:27,2026-01-23 19:42:39
Violet Blue,MarbieTizon,129995496,26843862,Harder,7⭐,7,✨ Featured,Violet Blue,Ajtastic,1252750,,⭐ Classic,,N/A,0:01:02.74,🕒 Long,for maru,"116,774","95,982",✅ Yes,❌ No,2.2,1,Free Copy,N/A,5,1:38:43,12:12:19,13:51:02,2025-12-24 00:23:17,2025-12-24 00:23:17
Dawn of the Night,roszek,129998704,90848157,Harder,6⭐,6,✨ Featured,Kiloton Icwater,Jusu-Tengu,1100111,,⭐ Classic,💿💿💿,Verified,0:01:10.40,🕒 Long,Here's my best work that is a tribute to an art of making levels in this beautiful game.,"38,535","30,802",✅ Yes,❌ No,2.2,9,Free Copy,N/A,6,20:47:51,6:34:12,27:22:03,2025-12-24 01:25:36,2026-01-10 01:01:03
Doozle,4dean,129998813,29013525,Hard,5⭐,5,✨ Featured,availax & Artifyber - CABBIT MUSIC,availax,1497083,,⭐ Classic,💿💿💿,Verified,0:00:58.99,🕒 Long,Day 2 of Antedrifter's Build Week (2)!,"17,827",N/A,❌ No,❌ No,2.2,2,Free Copy,N/A,5,7:41:22,N/A,7:41:22,2025-12-24 01:27:59,2025-12-24 08:37:08
Your Wish Awaits,Neofar,129999146,114880064,Auto,1⭐,1,🌸 Legendary,Windswept,nstryder,1288909,,⭐ Classic,,N/A,0:01:22.33,🕒 Long,movie  |  neofar.,"77,872","74,929",✅ Yes,❌ No,2.2,4,Free Copy,124095564,1,26:03:48,40:12:18,66:16:06,2025-12-24 01:34:51,2026-07-18 13:39:11
Overdose on Redbull,Xeinox,130000086,115510010,Insane,8⭐,8,✨ Featured,Paper Skies - What I Need,paperskies,1494607,,⭐ Classic,💿💿💿,Verified,0:01:06.85,🕒 Long,"YUMAHAR!! YUMAHAR!! YUWATANI, WATANI, WATANI, WATANI!!! :fire:","34,390","31,679",✅ Yes,❌ No,2.2,4,Free Copy,N/A,8,0:58:42,20:18:50,21:17:32,2025-12-24 01:47:05,2026-01-25 01:17:44
Road to Betlem,yyene,130003001,140416334,Hard,4⭐,4,✔ Normal,Road To Betlem,Jordi Longan,10000139,,⭐ Classic,💿,Verified,0:00:51.18,🕒 Long,Merry Xmas!! Speedbuild made in 4 hours :D,"10,305","10,152",✅ Yes,❌ No,2.2,2,Free Copy,130003001,4,0:01:38,4:14:07,4:15:45,2025-12-24 02:46:07,2026-01-27 14:33:17
Brilliant Night,Bndl,130003669,197490541,Harder,7⭐,7,🔥 Epic,Market Day (KindLing A0S1),Miyolophone,756890,,⭐ Classic,,N/A,0:01:14.94,🕒 Long,"On a brilliant night with deep darkness, light will come to you.","107,800","101,242",✅ Yes,❌ No,2.2,4,Free Copy,N/A,7,1:11:26,81:27:08,82:38:34,2025-12-24 03:00:07,2026-02-20 09:20:21
GAME BIT,DriftyBug,130008353,252102723,Insane,8⭐,8,✨ Featured,Pixel Rave,twel,921976,,⭐ Classic,,N/A,0:01:20.34,🕒 Long,FEATURED + DAILY 19/2/2026,"13,986",N/A,❌ No,❌ No,2.2,6,Free Copy,N/A,8,0:00:26,24:26:53,24:27:19,2025-12-24 04:58:07,2026-04-15 15:36:23
Track on Back,Gracer,130010360,120846296,Hard,5⭐,5,✔ Normal,Back On Track,DJVI,522654,,⭐ Classic,💿💿💿,Verified,0:01:21.43,🕒 Long,"A task I thought near unconceivable is finished, my winter themed 1.9 level. Made for the DJLeFave secret santa in 7 days. For SennariYo","13,858",N/A,❌ No,❌ No,2.2,5,Free Copy,N/A,5,9:02:45,N/A,9:02:45,2025-12-24 05:57:36,2026-01-02 03:05:35
nonsensical,IcyWindy,130010872,20038436,Hard,5⭐,5,✔ Normal,schwəg - OVER(HEAR-HERE!!!),Ranipla,1372940,,⭐ Classic,,N/A,0:00:36.55,🕒 Medium,,"16,357","15,063",✅ Yes,❌ No,2.2,2,Free Copy,130010872,5,0:01:27,3:13:37,3:15:04,2025-12-24 06:14:34,2026-02-19 22:59:06
Happy Halowin,M1ntJelly,130011986,32417159,Insane,9⭐,9,🔥 Epic,Deck The Halls (Time To Die),FWLRmusic,999569,,⭐ Classic,,N/A,0:01:32.29,🕒 Long,World-class holiday collab (some text fixed),"139,490","128,283",✅ Yes,❌ No,2.2,7,Free Copy,N/A,9,0:24:50,50:42:46,51:07:36,2025-12-24 06:53:53,2025-12-26 04:45:37
zettaflare,zaroren,130019793,3849416,Extreme Demon,10🌙,10,✨ Featured,Dem0n1x - Running In The Neon Rain,Dem0n1x,1288878,"[{""id"": ""109256"", ""name"": ""Biohazard Static TV Intro"", ""artist"": ""thefirstfirefox""}]",🌙 Platformer,💿,Verified,0:00:09.14,🕒 Plat.,don't think twice // verified by ReJoi,"25,877",N/A,❌ No,❌ No,2.2,4,Free Copy,N/A,10,38:45:38,N/A,38:45:38,2025-12-24 11:04:43,2026-04-28 04:49:47
Pixel Destruction,CloudEngineer,130021949,248170639,Insane,8⭐,8,🔥 Epic,Chaser.exe,Candle,1350664,,⭐ Classic,,N/A,0:01:00.19,🕒 Long,"Modern pixel-styled take on my old levels. Huge thanks to Shruikan7, Grezeil and Savrr for playtesting this level :)","23,791",N/A,❌ No,❌ No,2.2,3,Free Copy,N/A,8,0:01:37,13:44:56,13:46:33,2025-12-24 12:03:27,2026-01-09 16:21:10
Shock,Longstyle,130024208,85756995,Hard,5⭐,5,✨ Featured,->>Static Shock,vwvSTATICvwv,329416,,⭐ Classic,💿💿💿,Verified,0:01:01.66,🕒 Long,. -. .--- --- -.-- / -- -.-- / .-.. . ...- . .-..,"47,613",N/A,❌ No,❌ No,2.2,3,Free Copy,N/A,5,64:17:51,N/A,64:17:51,2025-12-24 13:00:35,2026-01-04 23:35:12
sandverse,rinad2023,130024554,219913508,Harder,7⭐,7,✨ Featured,Arabian Nights,"Facading, RudeLies",10010800,,⭐ Classic,💿💿💿,Verified,0:01:02.74,🕒 Long,"Introducing second verse, ""Sandverse""! Made around 8.5 hours. As always, don't hesitate to comment if something needs to be improved, enjoy!","30,285",N/A,❌ No,❌ No,2.2,1,Free Copy,N/A,7,8:23:24,N/A,8:23:24,2025-12-24 13:08:40,2025-12-24 13:08:40
ChristmaS CountdowN,Tfor1,130024714,145394676,Harder,6⭐,6,🔥 Epic,MetaHumanBoi & Nstryder - What Awaits Us Tomorrow,nstryder,1437641,,⭐ Classic,💿,Verified,0:01:18.79,🕒 Long,My last level of 2025 | FINALE of DuckNGL's Countdown for Christmas :3 | Hope you enjoy <3,"11,356","9,148",✅ Yes,❌ No,2.2,1,Free Copy,N/A,5,45:55:13,N/A,45:55:13,2025-12-24 13:11:53,2025-12-24 13:11:53
Graze The Roof,AleXins,130030498,14098234,Harder,6⭐,6,✨ Featured,PVZ Remake OST - Graze The Roof,CanineLotus,1271117,,⭐ Classic,💿💿💿,Verified,0:02:02.12,🕒 XL,"A level with a nostalgic song, Merry Christmas and have a great time.","59,311","49,863",✅ Yes,❌ No,2.2,3,Free Copy,N/A,6,28:20:45,N/A,28:20:45,2025-12-24 15:06:29,2025-12-24 20:48:26
winter celebration,Justnaidbro,130032989,117963514,Hard,5⭐,5,✨ Featured,Dazzling Bubbles,ELV Games,10009885,,⭐ Classic,💿,Verified,0:00:33.26,🕒 Medium,a small level :),"5,766",N/A,❌ No,❌ No,2.2,4,Free Copy,N/A,5,5:17:14,N/A,5:17:14,2025-12-24 15:52:50,2026-01-31 23:16:45
i slipped,Pancak3GMD,130033444,233150367,Insane,8⭐,8,✔ Normal,PICE - Snow,Andersson187,1268960,,⭐ Classic,,N/A,0:00:50.59,🕒 Medium,i tripped if it was better (P1 blue (ice path rank 5) for a better experience.),"32,761","28,153",✅ Yes,❌ No,2.2,2,Free Copy,N/A,7,33:42:21,N/A,33:42:21,2025-12-24 16:00:40,2026-01-21 21:02:37
snovland gingerville,kreno,130034935,42376706,Normal,3⭐,3,✔ Normal,snoman,wilidacious,1166278,,⭐ Classic,,N/A,0:01:01.97,🕒 Long,this snowball is DEADY!,"18,554",N/A,❌ No,❌ No,2.2,1,Free Copy,N/A,3,6:01:09,N/A,6:01:09,2025-12-24 16:27:02,2025-12-24 16:27:02
Late Walk Home,Fabruuuu,130037271,141250297,Hard,4⭐,4,✨ Featured,Aunt Nature,CzySzy,1131032,,⭐ Classic,💿💿💿,Verified,0:01:16.35,🕒 Long,"It's getting late huh... And it's been a long day. Go home, it's 8 p.m. and it's getting dark. | Last level of the year! I hope you like it :)","11,161",N/A,❌ No,❌ No,2.2,4,Free Copy,130037271,3,0:00:58,30:53:46,30:54:44,2025-12-24 17:07:30,2026-01-20 15:43:41
Forged in Trees,SnakeyWaters,130037973,258014044,Harder,6⭐,6,✔ Normal,Artificial Snow,Camellia,10007060,"[{""id"": ""1021674"", ""name"": ""Exyl - Egg"", ""artist"": ""Exyl""}]",⭐ Classic,,N/A,0:00:31.34,🕒 Medium,A somewhat rushed Christmas level made for KelanKraft in DJ LeFave's Secret Santa 2025. 34 in-editor hours. Update: LDM added,"25,690","7,740",✅ Yes,❌ No,2.2,3,Free Copy,N/A,5,34:34:23,N/A,34:34:23,2025-12-24 17:19:22,2026-03-13 12:44:21
Obelisk,RadicalJF,130038688,255145384,Harder,6⭐,6,✨ Featured,Obelisk,BoomKitty,1405086,,⭐ Classic,,N/A,0:01:00.42,🕒 Long,Merry Christmas! <3,"11,539",N/A,❌ No,❌ No,2.2,7,Free Copy,N/A,7,3:29:03,0:48:18,4:17:21,2025-12-24 17:31:23,2025-12-27 00:20:54
Dash Site,koshkamatew,130039921,16805294,Insane Demon,10🌙,10,✨ Featured,Celeste - Resurrections,Densle,886602,,🌙 Platformer,💿💿💿,Verified,0:05:48.81,🕒 Plat.,"A platformer demon level with a dashing mechanic inspired by Celeste. Update 9: slight visual/audio bugfixes, improved settings menu + persistent settings option","32,166","32,162",✅ Yes,✅ Yes,2.2,9,Free Copy,N/A,10,17:57:47,10:31:08,28:28:55,2025-12-24 17:52:41,2026-04-05 21:32:54
Let It Snow,Goalers,130040418,216616532,Insane,8⭐,8,✨ Featured,Stay Alive,infowler,1479049,,⭐ Classic,,N/A,0:01:02.17,🕒 Long,Day 23 Countdown to Christmas with Kmjfire! | Merry Christmas!,"28,696","18,588",✅ Yes,❌ No,2.2,9,Free Copy,128658900,8,7:52:02,26:14:11,34:06:13,2025-12-24 18:01:03,2026-05-08 18:37:27
Chronologic,Hypno,130046620,11017410,Hard Demon,10⭐,10,✨ Featured,ParagonX9 - Chaoz Fantasy,ParagonX9,85046,,⭐ Classic,,N/A,0:02:13.51,🕒 XL,1.0 - 2.0,"41,913","41,405",✅ Yes,❌ No,2.2,7,Free Copy,129919332,10,0:20:00,81:50:31,82:10:31,2025-12-24 19:44:14,2026-01-06 01:19:57
The Last Stretch,Cheesy5350,130047756,17978050,Insane,8🌙,8,✨ Featured,Future Ambient 02,Ethan Lewis Maltby,10005373,"[{""id"": ""36657"", ""name"": ""-techock- (fixed)"", ""artist"": ""Waterflame""}, {""id"": ""404117"", ""name"": ""Fort Flsk"", ""artist"": ""bossfightofficial""}, {""id"": ""1386694"", ""name"": ""Guessing Games"", ""artist"": ""Candle""}, {""id"": ""10002875"", ""name"": ""The Secret Cave"", ""artist"": ""Cyberwave Orchestra""}, {""id"": ""10002887"", ""name"": ""Summer Day In Nature"", ""artist"": ""Cyberwave Orchestra""}, {""id"": ""10004354"", ""name"": ""Castle of the Betrayed King"", ""artist"": ""Bert Cole""}]",🌙 Platformer,💿💿💿,Verified,0:02:25.80,🕒 Plat.,"Nearing your final part of the journey, You will have to fight a familiar foe youve encountered before... (PRACTICE RECOMMENDED)","33,473","29,857",✅ Yes,❌ No,2.2,2,Free Copy,N/A,8,23:17:05,N/A,23:17:05,2025-12-24 20:03:21,2025-12-24 20:29:57
Back of the Bus,skittylol54,130047777,234325097,Harder,6⭐,6,✔ Normal,#110227 - Back of the Bus,Fionnhodgson,402928,,⭐ Classic,💿💿💿,Verified,0:01:13.42,🕒 Long,<cg>hello goodluck       ,"9,765",N/A,❌ No,❌ No,2.2,8,Free Copy,N/A,6,27:42:53,N/A,27:42:53,2025-12-24 20:03:36,2026-03-14 16:40:02
Fresh Static Snow ,Schnid,130048495,226948560,Hard,4⭐,4,✨ Featured,Fresh Static Snow (Prismatic Remix),PrismaticMusic,746741,,⭐ Classic,,N/A,0:01:26.16,🕒 Long,Last level of 2025 and my 8th Porter Robinson level thank you everyone for the amazing support this year I LOVE YOU ALL SO MUCH BUDDYS!!! Special thanks to MINEGOLD3 for no reason,"27,020","17,830",✅ Yes,❌ No,2.2,2,Free Copy,N/A,4,13:44:40,N/A,13:44:40,2025-12-24 20:15:46,2025-12-24 20:47:02
imu spring,imuSuperstar,130050148,322210234,Insane,9🌙,9,✨ Featured,Thats The One,DPZ0,1336435,,🌙 Platformer,,N/A,0:02:20.03,🕒 Plat.,spring if he was imu,"9,935","9,930",✅ Yes,❌ No,2.2,2,Free Copy,N/A,9,1:50:20,1:57:22,3:47:42,2025-12-24 20:44:20,2025-12-24 20:48:12
Christmas Magic,Joath156,130052139,12000886,Hard,5⭐,5,✨ Featured,ALESDA! & Mask - Santa is Coming to Town,alexizgd,839266,,⭐ Classic,💿,Verified,0:00:59.93,🕒 Long,"My last level of 2025, thanks for playing and enjoy this simple level made with love <3 #MexicanCreator","33,214","30,725",✅ Yes,❌ No,2.2,9,Free Copy,N/A,5,0:36:05,62:08:53,62:44:58,2025-12-24 21:17:47,2025-12-29 21:46:27
Exoplanet,neogrimgd,130055866,254605160,Hard,5⭐,5,✔ Normal,Creo - Exoplanet,CreoMusic,771737,,⭐ Classic,,N/A,0:00:49.34,🕒 Medium,endscreen by radicaljf merry christmas :D inspired by SwtCyn ThomasGGs and Radicaljf FIRST RATE AT 11 YEARS OLD :) CREDITS TO BEST MOD EVER YRAX :),"11,150","11,147",✅ Yes,❌ No,2.2,4,Free Copy,N/A,N/A,4:51:50,1:38:49,6:30:39,2025-12-24 22:26:55,2025-12-26 20:28:47
Buy me a GD,QuackOS,130056402,4370726,Harder,7⭐,7,✨ Featured,Rejuvenate,Kolkian,720358,,⭐ Classic,💿💿💿,Verified,0:01:04.21,🕒 Long,Old 2.1 level I decided to finish once and for all. Enjoy :),"25,616",N/A,❌ No,❌ No,2.2,2,Free Copy,N/A,7,18:13:19,15:19:49,33:33:08,2025-12-24 22:37:17,2025-12-25 13:43:41
GrayReed II,SpookyBotato,130062371,260156562,Harder,6⭐,6,✔ Normal,Blip Stream,Kevin MacLeod,10002991,,⭐ Classic,💿,Verified,0:00:52.29,🕒 Medium,"Hehe I make more GrayReed glaze level, but first rate hurrah! Playtested by TheCalhoun!","10,007",N/A,❌ No,❌ No,2.2,4,Free Copy,N/A,6,6:50:01,N/A,6:50:01,2025-12-25 00:55:03,2025-12-27 02:29:09
Winter Wonderland,Waffl3X,130063563,147043828,Hard,5⭐,5,✨ Featured,Christmas Cheer,TwelfthChromatic,598611,,⭐ Classic,,N/A,0:00:42.19,🕒 Medium,12 Days of Dashmas - Day 11,"14,002","8,185",✅ Yes,❌ No,2.2,1,Free Copy,128730285,5,16:13:58,1:14:50,17:28:48,2025-12-25 01:26:15,2025-12-25 01:26:15
Mcdondas New Year,Mcdonda,130064713,58753555,Harder,7⭐,7,✨ Featured,-Love shuttle-,Waterflame,596766,,⭐ Classic,💿💿💿,Verified,0:01:00.83,🕒 Long,Happy new year! Made on McGDPS,"12,974",N/A,❌ No,❌ No,2.2,7,Free Copy,130064713,7,0:33:51,12:55:31,13:29:22,2025-12-25 01:58:44,2026-06-15 00:17:11
E2,BeHe,130064845,190158961,Insane,8⭐,8,✨ Featured,FWLR & qwinn - Wanna Get Weird [Road Trip EP],FWLRmusic,991968,,⭐ Classic,💿💿💿,Verified,0:02:07.05,🕒 XL,an aim on simplicity but trippiness,"29,065","27,838",✅ Yes,❌ No,2.2,5,Free Copy,N/A,7,25:35:56,N/A,25:35:56,2025-12-25 02:01:42,2026-01-03 01:48:26
Digital Funk,alilnm,130069021,168937883,Insane,9⭐,9,🔥 Epic,Digit Funk,Typ1cally,1292617,,⭐ Classic,💿,Verified,0:01:42.50,🕒 Long,presented to you by the speakers,"43,764","43,763",✅ Yes,❌ No,2.2,4,Free Copy,N/A,9,179:43:14,N/A,179:43:14,2025-12-25 04:00:16,2026-05-20 03:54:48
Colorful Daybreak,ablazee,130070871,5783186,Hard,5⭐,5,✔ Normal,-Color Blockade-,Waterflame,1095154,,⭐ Classic,💿💿💿,Verified,0:00:59.92,🕒 Medium,"1.9 Styled Map, Merry Christmas! Thanks for such a great year, 0 to 6 CRP in like a month! Inspired by Sobeann","12,980",N/A,❌ No,❌ No,2.2,2,Free Copy,N/A,6,6:16:48,N/A,6:16:48,2025-12-25 05:00:04,2025-12-25 12:53:53
Highlights,Antedrifter,130071651,150213998,Harder,7⭐,7,🔥 Epic,cYsmix - Peer Gynt,cysmix,724710,,⭐ Classic,💿,Verified,0:01:17.24,🕒 Long,be there for the fun times or stay out of my life,"16,726","16,687",✅ Yes,❌ No,2.2,5,Free Copy,N/A,8,29:13:38,N/A,29:13:38,2025-12-25 05:27:19,2025-12-26 21:26:17
fsh,Wentex,130073626,95507633,Harder,7⭐,7,✨ Featured,Atlantis,TheArdor,712181,,⭐ Classic,💿,Verified,0:01:00.50,🕒 Long, what do you call a fish without an eye?,"24,843","20,909",✅ Yes,❌ No,2.2,2,Free Copy,N/A,8,24:22:37,N/A,24:22:37,2025-12-25 06:39:04,2025-12-26 02:18:47
Make You Move,ImNotNuub,130073924,18311018,Easy Demon,10⭐,10,✨ Featured,Move Like This,Bad Computer,10012704,,⭐ Classic,,N/A,0:01:09.99,🕒 Long,Build Week 2 - Level 3 - Finally I can go to bed omfgggggggggg,"44,671","44,176",✅ Yes,❌ No,2.2,1,Free Copy,N/A,10,45:24:41,N/A,45:24:41,2025-12-25 06:48:49,2025-12-25 06:48:49
misty walrus,zaroren,130080832,3849416,Insane,9🌙,9,✨ Featured,ParagonX9 - Blue Marine,ParagonX9,406155,,🌙 Platformer,,N/A,0:03:49.98,🕒 Plat.,(no Niko),"30,352","28,643",✅ Yes,✅ Yes,2.2,1,Free Copy,N/A,9,47:45:38,N/A,47:45:38,2025-12-25 10:52:25,2025-12-25 10:52:25
christmas arrival,Robert55GD,130084712,174375486,Hard,5🌙,5,✨ Featured,Jazz tune in 3/4,Karmus81,605280,"[{""id"": ""591467"", ""name"": ""i can see you now"", ""artist"": ""johnfn""}, {""id"": ""10005005"", ""name"": ""Christmas 02"", ""artist"": ""Ethan Lewis Maltby""}]",🌙 Platformer,💿💿💿,Verified,0:01:54.71,🕒 Plat.,Merry Christmas 2025,"16,900",N/A,❌ No,❌ No,2.2,2,Free Copy,N/A,4,0:03:38,28:35:11,28:38:49,2025-12-25 12:39:57,2025-12-27 23:31:05
OMG christmas OwO,zayua,130088767,45473458,Harder,7⭐,7,✨ Featured,The Maze Of Mayonnaise,bossfightofficial,505813,,⭐ Classic,💿,Verified,0:01:09.99,🕒 Long,very late :(,"19,991","19,531",✅ Yes,❌ No,2.2,3,Free Copy,N/A,7,8:06:39,N/A,8:06:39,2025-12-25 14:18:27,2026-01-09 23:26:35
SINK,OwOPink,130093630,58333597,Extreme Demon,10⭐,10,✨ Featured,Creo - Deep Dive,CreoMusic,1346456,,⭐ Classic,,N/A,0:00:56.52,🕒 Medium,solo underwater themed extreme lemon with quirky gameplay,"16,262",11099,✅ Yes,❌ No,2.2,16,Free Copy,N/A,10,6:45:21,62:22:15,69:07:36,2025-12-25 16:05:50,2026-07-20 12:17:14
Feastival Peak,ATepicGD,130094747,221558801,Hard,5🌙,5,✨ Featured,Stereo Madness,ForeverBound,Level 1,"[{""id"": ""1000146"", ""name"": ""Chaotic Carnival - Section 1"", ""artist"": ""R3tronaut""}]",🌙 Platformer,💿,Verified,0:01:05.70,🕒 Plat.,"Merry christmas, Dad! thanks Frousteg for the gameplay idea xd, this was made just in 1 day lol (Christmas special of 2025)","10,551",N/A,❌ No,❌ No,2.2,2,Free Copy,N/A,5,13:09:02,N/A,13:09:02,2025-12-25 16:28:11,2026-01-06 01:28:47
SnowStroll,MatejWGD,130096342,169260038,Harder,7⭐,7,✨ Featured,NGUAC Final Round - Hopping Over Puddles,LordAndiso,1155920,,⭐ Classic,💿💿💿,Verified,0:00:58.80,🕒 Long,A short Christmas speedbuild map i made in a week! its also being my most unique decoration ive done and slightly inspired by Still - kilobit :) rate 7*,"11,917","10,821",❌ No,❌ No,2.2,1,Free Copy,N/A,7,N/A,10:02:23,10:02:23,2025-12-25 17:00:37,2025-12-25 17:00:37
Merry Bloodmas,Koopazu,130096642,5497690,Insane Demon,10⭐,10,🔥 Epic,Heartbeat (Extended),SnoodDood,478048,,⭐ Classic,💿💿💿,Verified,0:01:19.32,🕒 Long,"A great evil has taken over Jolly Town... Who will win, the Bloods or the Crips? Fourth and final level in the Cripmas series and true antagonist to Merry Cripmas. #Milk","78,148","51,413",✅ Yes,❌ No,2.2,4,Free Copy,130091267,10,0:38:39,25:41:59,26:20:38,2025-12-25 17:07:03,2026-01-02 18:48:43
Night At WINTER,JesseGDGaming,130099627,13481091,Hard,5⭐,5,✨ Featured,PICE - Snow,Andersson187,1268960,,⭐ Classic,💿💿💿,Verified,0:01:17.40,🕒 Long,This is my last level in 2025. Enjoy the level and have a great Merry Christmas! :D,"21,936","18,000",✅ Yes,❌ No,2.2,1,Free Copy,N/A,4,22:43:08,N/A,22:43:08,2025-12-25 18:06:46,2025-12-25 18:06:46
I can Feel II,Pawbix,130101056,260245701,Harder,6⭐,6,✨ Featured,I Can Feel,Syn Cole,10012571,,⭐ Classic,💿,Verified,0:01:09.30,🕒 Long,"Well, after a whole month without hearing anything from the editor, here's my last level of the year, collab with Z3r3p again.","17,757","16,230",✅ Yes,❌ No,2.2,4,Free Copy,N/A,6,6:39:21,N/A,6:39:21,2025-12-25 18:34:01,2025-12-27 22:34:12
a christmas day,Mariopnx3,130101548,182280710,Hard,5⭐,5,✔ Normal,Comet Cat,WaxTerk,1434307,,⭐ Classic,💿💿💿,Verified,0:01:03.82,🕒 Long,02.01.2026 first rate! merry christmas and happy new year to everyone!!!,"21,027","20,857",✅ Yes,❌ No,2.2,7,Free Copy,N/A,5,60:17:47,N/A,60:17:47,2025-12-25 18:42:58,2025-12-26 21:12:15
Sketchbook,DreamEater,130102850,1157904,Hard,5⭐,5,✨ Featured,Bitpop,Kubbi,481927,,⭐ Classic,,N/A,0:01:11.38,🕒 Long,"This level was drawn entirely with Allium. A dedication to the people I'm closest with, and a thank you to the ones who made a drawing. <3","75,905","61,968",✅ Yes,❌ No,2.2,1,Free Copy,N/A,5,2:58:25,10:37:50,13:36:15,2025-12-25 19:06:39,2025-12-25 19:06:39
minecraft level,Noyenous,130104931,121540786,Harder,7⭐,7,✨ Featured,The Tower Between Worlds,JamAttackMusic,888517,,⭐ Classic,,N/A,0:01:40.00,🕒 Long,"Samuraychik and I present cave game 1.9 collab. Enjoy! (song is AGST - Reality, tho it may not sync as well with the latest update)","139,042",N/A,❌ No,❌ No,2.2,8,Free Copy,130104931,N/A,0:33:37,2:55:44,3:29:21,2025-12-25 19:44:21,2026-02-10 18:24:20
Math Test,MaitreDuTemps,130105554,149385538,Harder,7🌙,7,✨ Featured,A Class In Style,Brooklyn Game Audio,10007670,,🌙 Platformer,,N/A,0:00:33.47,🕒 Plat.,"In ""Geometry Dash"", there's the word ""Geometry"", and in math, there's geometry. So this means that Geomerty Dash should be a math game.","8,777",N/A,❌ No,❌ No,2.2,6,Free Copy,N/A,4,6:35:45,N/A,6:35:45,2025-12-25 19:55:39,2026-01-27 10:25:16
DANGER FACE,4dean,130107650,29013525,Insane,9⭐,9,✨ Featured,K1LL S0MEBODY,tangermusic,1322369,,⭐ Classic,💿💿💿,Verified,0:01:31.90,🕒 Long,Day 3 of Antedrifter's Build Week (2)!,"50,700","39,996",✅ Yes,❌ No,2.2,4,Free Copy,N/A,8,0:13:20,14:32:50,14:46:10,2025-12-25 20:32:29,2026-03-23 04:52:56
All I want for,J44TIS,130109020,185125139,Harder,7⭐,7,✨ Featured,Afterglow,gravii,1431654,,⭐ Classic,💿💿💿,Verified,0:00:54.76,🕒 Medium, Christmas is my first creator point. This level took me so long so I hope you enjoy.,"23,395","23,344",✅ Yes,❌ No,2.2,14,Free Copy,N/A,9,1:19:39,56:50:23,58:10:02,2025-12-25 20:57:21,2026-04-16 13:33:18
Chills 55,Antedrifter,130115478,150213998,Normal,3⭐,3,✔ Normal,Blue Room,Tagiito,939708,,⭐ Classic,💿,Verified,0:01:00.96,🕒 Long,i still understand what's more important,"3,039","3,032",✅ Yes,❌ No,2.2,2,Free Copy,N/A,3,7:32:03,N/A,7:32:03,2025-12-25 23:04:48,2025-12-26 11:18:31
ChristmasTM,panickingtm,130117120,151443793,Hard,5⭐,5,✔ Normal,Asleep Again,Andersson187,1048167,,⭐ Classic,,N/A,0:00:44.44,🕒 Medium,aaaaaaaaaaaaaaaaaa,"6,759","5,779",✅ Yes,❌ No,2.2,3,Free Copy,N/A,5,0:04:24,3:27:01,3:31:25,2025-12-25 23:42:10,2025-12-26 02:09:03
Love shuttle,Xyle,130118966,55887863,Hard,5⭐,5,✨ Featured,-Love shuttle-,Waterflame,596766,,⭐ Classic,,N/A,0:00:32.10,🕒 Medium,12 Days of Dashmas - Day 12,"10,258","10,081",✅ Yes,❌ No,2.2,3,Free Copy,N/A,6,8:05:20,N/A,8:05:20,2025-12-26 00:26:37,2025-12-26 00:39:23
Fever Dream,ElirpscalionPC,130119849,141815370,Extreme Demon,10⭐,10,✨ Featured,iris,lexycat,1357811,"[{""id"": ""10003117"", ""name"": ""Monkeys Spinning Monkeys"", ""artist"": ""Kevin MacLeod""}]",⭐ Classic,,N/A,0:01:07.04,🕒 Long,"Sleeping while sick pisses me off so bad. 6,881 attempts. Likely my best level for a while. W RATES!!","46,741","32,419",✅ Yes,❌ No,2.2,4,Free Copy,N/A,10,7:27:44,409:24:44,416:52:28,2025-12-26 00:49:10,2026-02-17 22:06:22
